Trajectories;;;;;;;;;;;;;;;;;;;;;;
120;;;;;;;;;;;;;;;;;;;;;;
;;1 0;;;1 1;;;1 2;;;1 3;;;1 4;;;1 5;;;1 6;;
Frame;Sub Frame;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
;;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm
1131;0;-625.169678;-2034.321289;682.180481;630.701477;-2098.18335;861.935913;6.076461;-2615.581055;761.268555;414.108215;-3221.240479;598.746643;-522.255005;-3184.885742;949.602295;;;;;;
1132;0;-629.020081;-2034.026367;681.365173;630.043213;-2098.419922;862.645447;4.535051;-2616.083008;760.734253;411.724518;-3222.558838;597.209167;-524.086731;-3186.498047;950.865601;;;;;;
1133;0;-632.868774;-2033.666382;680.388916;629.346863;-2098.633301;863.404663;3.065018;-2616.562256;760.268433;409.380005;-3223.906006;595.673889;-525.863708;-3188.126709;952.082336;;;;;;
1134;0;-636.705872;-2033.321899;679.55188;628.706665;-2098.853271;864.174194;1.6378;-2617.040283;759.788391;407.008972;-3225.20166;594.265442;-527.616211;-3189.697998;953.253174;;;;;;
1135;0;-640.502502;-2033.000244;678.636597;628.039734;-2099.125732;864.983276;0.215662;-2617.566406;759.278442;404.739563;-3226.458252;592.802307;-529.390076;-3191.27832;954.436768;;;;;;
1136;0;-644.298096;-2032.672607;677.749817;627.379089;-2099.475098;865.75708;-1.143707;-2618.038574;758.758911;402.465302;-3227.777832;591.350769;-531.104248;-3192.830566;955.573792;;;;;;
1137;0;-648.167969;-2032.350098;676.901489;626.812256;-2099.82373;866.532898;-2.571322;-2618.56958;758.301331;400.215637;-3229.060303;589.987915;-532.869873;-3194.369385;956.742249;;;;;;
1138;0;-651.929871;-2032.012451;675.948181;626.088928;-2100.160889;867.28125;-3.940498;-2619.12915;757.84552;397.971985;-3230.302246;588.59314;-534.606262;-3195.905518;957.939575;;;;;;
1139;0;-655.620728;-2031.751099;675.005432;625.483154;-2100.571045;868.052917;-5.267546;-2619.613525;757.374695;395.699646;-3231.538086;587.169861;-536.159363;-3197.423828;958.913696;;;;;;
1140;0;-659.278625;-2031.471436;674.127319;624.878906;-2101.078125;868.793762;-6.60248;-2620.161865;756.887695;393.507477;-3232.787842;585.874451;-537.948059;-3198.946045;959.988159;;;;;;
1141;0;-662.976746;-2031.227539;673.211426;624.290955;-2101.50708;869.585022;-7.88725;-2620.708984;756.481079;391.387115;-3233.985352;584.606628;-539.546997;-3200.421875;961.067017;;;;;;
1142;0;-666.605164;-2031.011841;672.367737;623.693604;-2102.008545;870.364746;-9.128757;-2621.246582;756.049255;389.197144;-3235.194824;583.255798;-541.218079;-3201.897461;962.112244;;;;;;
1143;0;-670.155518;-2030.82605;671.554993;623.107422;-2102.568115;871.110596;-10.424474;-2621.820557;755.665344;387.090118;-3236.369873;582.05011;-542.924744;-3203.352051;963.16748;;;;;;
1144;0;-673.7099;-2030.556396;670.618896;622.607361;-2103.11377;871.882141;-11.588572;-2622.366211;755.268799;385.03186;-3237.533691;580.800842;-544.522583;-3204.794189;964.158813;;;;;;
1145;0;-677.233154;-2030.380981;669.776062;622.02948;-2103.700684;872.629517;-12.931059;-2622.98291;754.886841;383.011139;-3238.667236;579.633484;-546.074402;-3206.23291;965.071838;;;;;;
1146;0;-680.639771;-2030.261963;669.003845;621.494324;-2104.345703;873.348816;-14.066976;-2623.529297;754.549561;380.950104;-3239.779785;578.445129;-547.660217;-3207.641602;966.062256;;;;;;
1147;0;-684.04303;-2030.144897;668.234253;621.051941;-2104.919189;874.101379;-15.250745;-2624.092773;754.229797;378.943054;-3240.909668;577.303284;-549.2229;-3209.028564;967.001953;;;;;;
1148;0;-687.475281;-2030.099854;667.527405;620.501648;-2105.648682;874.793823;-16.440153;-2624.730713;753.889099;376.912018;-3242.045654;576.16687;-550.78363;-3210.430664;967.889282;;;;;;
1149;0;-690.67981;-2030.033813;666.834106;619.989685;-2106.320801;875.524902;-17.521944;-2625.305908;753.55426;375.015747;-3243.092041;575.078918;-552.238953;-3211.767578;968.717041;;;;;;
1150;0;-694.005127;-2030.032104;666.116333;619.518921;-2107.161865;876.313171;-18.676567;-2625.885254;753.292969;373.122528;-3244.19043;574.038635;-553.762634;-3213.119141;969.602356;;;;;;
1151;0;-697.168579;-2030.067017;665.465515;619.06366;-2107.83667;877.008972;-19.771971;-2626.518555;753.034607;371.269867;-3245.256348;572.94928;-555.268738;-3214.422119;970.413513;;;;;;
1152;0;-700.307617;-2030.115356;664.85614;618.706848;-2108.627686;877.800476;-20.822992;-2627.088379;752.807983;369.450226;-3246.291016;571.980896;-556.729736;-3215.707275;971.271423;;;;;;
1153;0;-703.364014;-2030.212891;664.203247;618.229797;-2109.46167;878.539185;-21.950487;-2627.73584;752.562195;367.589722;-3247.327881;570.980652;-558.158813;-3216.973633;972.073914;;;;;;
1154;0;-706.369141;-2030.232422;663.59375;617.811829;-2110.328857;879.1875;-22.962692;-2628.30249;752.422974;365.802277;-3248.344971;570.028503;-559.537598;-3218.282471;972.821838;;;;;;
1155;0;-709.309692;-2030.408813;663.022461;617.397217;-2111.157471;879.877197;-24.000036;-2628.949951;752.178162;364.017944;-3249.375977;569.141479;-561.025085;-3219.516846;973.636047;;;;;;
1156;0;-712.211426;-2030.587402;662.555908;616.988525;-2112.141357;880.572449;-24.962362;-2629.639893;752.03125;362.350311;-3250.407227;568.22113;-562.33136;-3220.743408;974.360901;;;;;;
1157;0;-715.039062;-2030.883789;662.022461;616.60437;-2113.029541;881.21582;-25.91407;-2630.207764;751.852112;360.662079;-3251.405029;567.324036;-563.706421;-3221.970703;975.046753;;;;;;
1158;0;-717.803345;-2031.111206;661.484924;616.233459;-2114.007812;881.893372;-26.963923;-2630.89502;751.675964;359.069183;-3252.416016;566.43689;-565.071777;-3223.14502;975.761902;;;;;;
1159;0;-720.551819;-2031.488159;661.057434;615.960266;-2114.893066;882.520569;-27.894171;-2631.556396;751.572937;357.417542;-3253.375732;565.598999;-566.245483;-3224.278809;976.354187;;;;;;
1160;0;-723.115234;-2031.752075;660.574341;615.558411;-2116;883.198364;-28.81086;-2632.225098;751.419739;355.775543;-3254.370605;564.814148;-567.647095;-3225.448486;977.051575;;;;;;
1161;0;-725.77832;-2032.306885;660.23999;615.298767;-2116.95874;883.888672;-29.772844;-2632.857422;751.31427;354.284882;-3255.36792;564.013855;-568.957703;-3226.585938;977.722168;;;;;;
1162;0;-728.242676;-2032.636108;659.749939;614.990601;-2118.034912;884.458557;-30.641983;-2633.493408;751.204346;352.787201;-3256.262695;563.289551;-570.169434;-3227.688721;978.317566;;;;;;
1163;0;-730.673523;-2032.978271;659.262634;614.649902;-2119.069336;885.080078;-31.543673;-2634.20752;751.075623;351.313629;-3257.246094;562.560669;-571.417969;-3228.785156;978.923767;;;;;;
1164;0;-733.01532;-2033.576904;658.905273;614.430908;-2120.134033;885.675659;-32.409508;-2634.876465;750.954346;349.873413;-3258.212891;561.925049;-572.589905;-3229.836182;979.434692;;;;;;
1165;0;-735.326355;-2033.955322;658.443481;614.182678;-2121.212402;886.205322;-33.230598;-2635.579102;750.836121;348.421295;-3259.149658;561.252686;-573.771118;-3230.897461;980.013855;;;;;;
1166;0;-737.543945;-2034.573975;658.165771;613.984436;-2122.305664;886.702637;-34.056736;-2636.274414;750.714661;347.038116;-3260.091797;560.623047;-574.929626;-3231.934814;980.556335;;;;;;
1167;0;-739.71228;-2035.031738;657.709595;613.742737;-2123.474121;887.230469;-34.773499;-2636.963623;750.584229;345.722961;-3261.070557;559.985168;-576.06897;-3232.925049;981.061279;;;;;;
1168;0;-741.843201;-2035.648804;657.4245;613.486511;-2124.60083;887.637329;-35.579224;-2637.693848;750.432312;344.429657;-3261.990723;559.413574;-577.304016;-3233.925537;981.654785;;;;;;
1169;0;-743.858459;-2036.315918;657.083618;613.297729;-2125.72876;888.072083;-36.374237;-2638.342041;750.369324;343.190979;-3262.909668;558.860168;-578.249939;-3234.89209;982.046448;;;;;;
1170;0;-745.704895;-2036.882935;656.684082;613.088074;-2126.908691;888.451782;-37.038185;-2639.000732;750.237244;341.950104;-3263.82959;558.33783;-579.355469;-3235.834229;982.545227;;;;;;
1171;0;-747.643433;-2037.557617;656.353638;612.945312;-2128.006348;888.911621;-37.758556;-2639.766602;750.140503;340.798065;-3264.768311;557.85791;-580.312256;-3236.743164;982.965759;;;;;;
1172;0;-749.448486;-2038.258545;656.049866;612.783508;-2129.171143;889.186218;-38.418278;-2640.388184;750.086792;339.646454;-3265.696289;557.403076;-581.387268;-3237.688477;983.457214;;;;;;
1173;0;-751.283447;-2039.013428;655.768433;612.558105;-2130.373291;889.570862;-39.162983;-2641.163086;749.958801;338.520996;-3266.609375;556.975098;-582.37738;-3238.546631;983.863647;;;;;;
1174;0;-752.995544;-2039.753418;655.444641;612.434082;-2131.547363;889.727783;-39.734715;-2641.849365;749.846252;337.48526;-3267.528076;556.541748;-583.304321;-3239.401123;984.221008;;;;;;
1175;0;-754.658691;-2040.564819;655.071655;612.31958;-2132.62207;889.992859;-40.377701;-2642.615723;749.729919;336.424408;-3268.414795;556.112;-584.292542;-3240.239502;984.590332;;;;;;
1176;0;-756.229431;-2041.298828;654.708801;612.124146;-2133.924072;890.128784;-41.001122;-2643.426514;749.618896;335.478577;-3269.346436;555.744812;-585.211609;-3241.036133;984.989624;;;;;;
1177;0;-757.783691;-2042.084229;654.322754;612.008484;-2135.085938;890.242065;-41.492226;-2644.074707;749.507141;334.542267;-3270.189453;555.360229;-586.111572;-3241.821777;985.326294;;;;;;
1178;0;-759.28302;-2042.892212;653.924561;612.06543;-2136.067139;890.425415;-42.105438;-2644.88916;749.385437;333.528748;-3271.143066;555.041626;-587.021301;-3242.618164;985.706238;;;;;;
1179;0;-760.712891;-2043.692627;653.535461;611.841675;-2137.442871;890.554932;-42.561077;-2645.616699;749.255005;332.646057;-3272.000732;554.7229;-587.858765;-3243.369629;986.087646;;;;;;
1180;0;-762.107971;-2044.529175;653.149353;611.585571;-2138.658203;890.525513;-43.14426;-2646.319824;749.156006;331.812042;-3272.895996;554.463257;-588.731079;-3244.140869;986.416321;;;;;;
1181;0;-763.413757;-2045.382202;652.80365;611.572632;-2139.86377;890.605042;-43.631168;-2647.112305;748.999023;330.990265;-3273.757568;554.09729;-589.557739;-3244.876465;986.736206;;;;;;
1182;0;-764.654236;-2046.228882;652.434998;611.376282;-2141.094971;890.580872;-44.021057;-2647.802246;748.861511;330.27359;-3274.601807;553.771423;-590.319031;-3245.560303;987.030396;;;;;;
1183;0;-765.831543;-2047.156372;652.09259;611.33136;-2142.132812;890.637024;-44.501583;-2648.519775;748.703552;329.452789;-3275.426514;553.531128;-591.039551;-3246.227783;987.323792;;;;;;
1184;0;-766.998413;-2048.054443;651.721924;611.32605;-2143.259033;890.658447;-44.94363;-2649.272461;748.561035;328.750793;-3276.266357;553.267578;-591.808777;-3246.921631;987.603577;;;;;;
1185;0;-768.094299;-2048.980713;651.33844;611.128479;-2144.458008;890.50708;-45.288662;-2650.02002;748.376953;328.10141;-3277.103027;552.994263;-592.588867;-3247.536133;987.925354;;;;;;
1186;0;-769.140808;-2049.925537;650.963562;611.11853;-2145.530762;890.482727;-45.696007;-2650.811035;748.152649;327.431915;-3277.957275;552.67511;-593.236694;-3248.139404;988.134216;;;;;;
1187;0;-770.09729;-2050.859131;650.619934;610.88324;-2146.786621;890.343445;-46.044121;-2651.535645;747.955444;326.80722;-3278.807373;552.486267;-593.993469;-3248.753418;988.415894;;;;;;
1188;0;-771.030396;-2051.8479;650.236084;610.884338;-2147.759766;890.249695;-46.453793;-2652.359375;747.762573;326.192261;-3279.569824;552.133484;-594.629761;-3249.315918;988.65686;;;;;;
1189;0;-771.868835;-2052.794678;649.879089;610.83075;-2148.779053;890.131226;-46.724667;-2653.07666;747.56073;325.758728;-3280.343994;551.916687;-595.238708;-3249.893066;988.917053;;;;;;
1190;0;-772.712708;-2053.756104;649.504089;610.690308;-2149.962891;890.059265;-47.11721;-2653.802979;747.407654;325.153137;-3281.128174;551.652405;-595.883179;-3250.464844;989.118835;;;;;;
1191;0;-773.469788;-2054.778076;649.153625;610.531677;-2150.983398;889.94635;-47.426144;-2654.563477;747.215637;324.623444;-3281.921143;551.455322;-596.496277;-3251.005859;989.348083;;;;;;
1192;0;-774.136108;-2055.725342;648.830261;610.418518;-2152.03833;889.91687;-47.660954;-2655.290283;747.067261;324.19809;-3282.649414;551.176575;-597.061768;-3251.512451;989.556641;;;;;;
1193;0;-774.82843;-2056.720703;648.464294;610.321655;-2153.037354;889.817566;-47.97126;-2656.026611;746.825928;323.709137;-3283.421875;550.935547;-597.610596;-3252.012939;989.759216;;;;;;
1194;0;-775.443176;-2057.761963;648.182434;610.227661;-2154.053711;889.670532;-48.231094;-2656.824707;746.628479;323.320526;-3284.143066;550.726685;-598.1474;-3252.50415;989.927673;;;;;;
1195;0;-775.947021;-2058.792236;647.795593;610.128723;-2155.009033;889.547791;-48.413086;-2657.499023;746.451721;322.874725;-3284.880859;550.505615;-598.630127;-3252.960449;990.10437;;;;;;
1196;0;-776.483765;-2059.823975;647.441467;610.033142;-2155.985107;889.44397;-48.64637;-2658.275879;746.196045;322.548553;-3285.601562;550.281982;-599.133118;-3253.428223;990.277344;;;;;;
1197;0;-776.909912;-2060.854248;647.127136;609.879395;-2156.9729;889.299377;-48.851654;-2659.052246;745.927673;322.146454;-3286.290771;550.047241;-599.608887;-3253.842041;990.41864;;;;;;
1198;0;-777.31604;-2061.981689;646.779907;609.809631;-2157.828125;889.170654;-48.96949;-2659.742676;745.682556;321.74176;-3287.031006;549.938477;-600.088928;-3254.27832;990.597046;;;;;;
1199;0;-777.673279;-2063.052734;646.500549;609.692688;-2158.740723;889.079468;-49.191174;-2660.526611;745.413818;321.420013;-3287.702637;549.71106;-600.48291;-3254.712646;990.701904;;;;;;
1200;0;-778.001099;-2064.146484;646.228516;609.523193;-2159.609131;888.91394;-49.319965;-2661.256104;745.178528;321.137115;-3288.395264;549.575928;-600.986084;-3255.098145;990.885986;;;;;;
1201;0;-778.276001;-2065.243652;645.936951;609.464966;-2160.456299;888.778381;-49.417423;-2661.940186;744.933105;320.904877;-3289.082031;549.416382;-601.353149;-3255.45459;991.001099;;;;;;
1202;0;-778.442871;-2066.335449;645.643433;609.327942;-2161.257568;888.688293;-49.596218;-2662.702637;744.631653;320.719635;-3289.766357;549.222046;-601.734619;-3255.823242;991.065796;;;;;;
1203;0;-778.599548;-2067.470703;645.349976;609.230652;-2162.060059;888.599487;-49.657543;-2663.432617;744.378845;320.469543;-3290.430908;549.105469;-602.194885;-3256.170654;991.22583;;;;;;
1204;0;-778.729065;-2068.583496;645.137695;609.125;-2162.815918;888.434814;-49.710522;-2664.151611;744.087646;320.334961;-3291.056152;548.98584;-602.529968;-3256.503174;991.299194;;;;;;
1205;0;-778.830139;-2069.684814;644.831665;609.050903;-2163.569824;888.3479;-49.7658;-2664.87207;743.82074;320.142273;-3291.712158;548.873962;-602.864746;-3256.829834;991.391052;;;;;;
1206;0;-778.8927;-2070.860352;644.642212;608.962708;-2164.30542;888.22998;-49.844967;-2665.59082;743.569702;319.981628;-3292.320801;548.723816;-603.159485;-3257.142334;991.479187;;;;;;
1207;0;-778.861633;-2071.955078;644.361389;608.823975;-2165.084961;888.126709;-49.820625;-2666.308838;743.315613;319.815063;-3292.94751;548.550293;-603.478455;-3257.428467;991.568726;;;;;;
1208;0;-778.838562;-2073.12793;644.150452;608.725098;-2165.780762;887.973755;-49.82922;-2667.026123;743.058472;319.712219;-3293.557617;548.4823;-603.792603;-3257.741699;991.652527;;;;;;
1209;0;-778.752686;-2074.269043;643.941101;608.594177;-2166.442627;887.960388;-49.812878;-2667.728516;742.837097;319.639923;-3294.142334;548.339294;-604.03595;-3258.022705;991.723083;;;;;;
1210;0;-778.692688;-2075.376953;643.702087;608.424561;-2167.226562;887.919434;-49.782131;-2668.381348;742.60022;319.519287;-3294.706543;548.202881;-604.168579;-3258.274414;991.705017;;;;;;
1211;0;-778.5495;-2076.491943;643.46759;608.359009;-2167.68042;887.768311;-49.770279;-2669.139648;742.386536;319.463074;-3295.266846;548.060669;-604.58252;-3258.552979;991.797424;;;;;;
1212;0;-778.36731;-2077.64209;643.3172;608.201782;-2168.328125;887.716736;-49.706871;-2669.757568;742.202759;319.482361;-3295.791504;547.898621;-604.815002;-3258.789062;991.854248;;;;;;
1213;0;-778.212646;-2078.75708;643.19458;608.099915;-2168.812012;887.612305;-49.625179;-2670.365479;742.068054;319.363861;-3296.398926;547.782166;-604.97113;-3259.019287;991.879883;;;;;;
1214;0;-777.946655;-2079.84082;642.972839;607.995789;-2169.326904;887.578186;-49.568554;-2671.011719;741.903931;319.382843;-3296.890381;547.609253;-605.158203;-3259.230225;991.910645;;;;;;
1215;0;-777.730591;-2080.985352;642.836243;607.831604;-2169.820801;887.550049;-49.506519;-2671.664062;741.799255;319.426178;-3297.390381;547.403198;-605.339355;-3259.407959;991.93219;;;;;;
1216;0;-777.422607;-2082.04834;642.694946;607.775024;-2170.304443;887.573303;-49.367558;-2672.242188;741.626709;319.381195;-3297.927002;547.285767;-605.501587;-3259.657471;991.938599;;;;;;
1217;0;-777.135864;-2083.191162;642.510864;607.620789;-2170.777832;887.558044;-49.301094;-2672.848877;741.474854;319.429688;-3298.390137;547.096069;-605.647339;-3259.883789;991.915527;;;;;;
1218;0;-776.771179;-2084.273926;642.37561;607.446045;-2171.243652;887.583435;-49.184532;-2673.458252;741.390686;319.461975;-3298.876221;546.880676;-605.819153;-3260.073242;991.972778;;;;;;
1219;0;-776.44165;-2085.418213;642.254822;607.365356;-2171.597168;887.549988;-49.103901;-2674.033203;741.274109;319.466339;-3299.377441;546.691284;-605.967102;-3260.229004;991.983643;;;;;;
1220;0;-776.059326;-2086.501953;642.128601;607.219299;-2171.988037;887.558533;-49.048977;-2674.637451;741.251221;319.541565;-3299.842529;546.539795;-606.08374;-3260.41626;991.963196;;;;;;
1221;0;-775.713379;-2087.568115;641.999573;607.079468;-2172.340576;887.59436;-48.930458;-2675.133789;741.179443;319.593628;-3300.175781;546.282043;-606.229065;-3260.562744;991.981506;;;;;;
1222;0;-775.263306;-2088.5979;641.912537;606.967102;-2172.59668;887.605774;-48.814419;-2675.649902;741.158081;319.68399;-3300.58667;546.084106;-606.319519;-3260.739502;991.951233;;;;;;
1223;0;-774.833679;-2089.677246;641.788086;606.841614;-2172.945312;887.651794;-48.762291;-2676.21582;741.112671;319.767456;-3300.99292;545.814758;-606.465088;-3260.91626;991.940186;;;;;;
1224;0;-774.395813;-2090.692383;641.683167;606.634766;-2173.227051;887.69458;-48.653095;-2676.677002;741.069153;319.870789;-3301.369629;545.609558;-606.523193;-3261.03418;991.947327;;;;;;
1225;0;-773.915833;-2091.718018;641.539368;606.577026;-2173.418457;887.668823;-48.451782;-2677.161133;741.043884;319.946442;-3301.693848;545.41156;-606.576111;-3261.176025;991.908264;;;;;;
1226;0;-773.446594;-2092.72876;641.437134;606.388794;-2173.565674;887.712524;-48.406227;-2677.703369;741.022034;320.013275;-3301.979736;545.169434;-606.643066;-3261.298584;991.894409;;;;;;
1227;0;-772.979919;-2093.766113;641.337708;606.251953;-2173.751709;887.702209;-48.251179;-2678.1521;740.935303;320.154022;-3302.339844;544.917603;-606.673767;-3261.415771;991.872253;;;;;;
1228;0;-772.419006;-2094.790283;641.19281;606.107605;-2173.90332;887.69458;-48.0751;-2678.667236;740.919617;320.189972;-3302.64624;544.710327;-606.671936;-3261.548828;991.806519;;;;;;
1229;0;-771.911743;-2095.777344;641.058289;605.94458;-2174.002441;887.711853;-48.006386;-2679.141846;740.856873;320.253693;-3302.968994;544.493469;-606.74408;-3261.69043;991.821899;;;;;;
1230;0;-771.49408;-2096.728271;640.958923;605.883423;-2174.052979;887.69342;-47.868389;-2679.606689;740.815857;320.395782;-3303.221924;544.283264;-606.727966;-3261.803955;991.757935;;;;;;
1231;0;-770.846375;-2097.680908;640.849304;605.697083;-2174.137207;887.639587;-47.673569;-2680.034912;740.800171;320.529968;-3303.463379;544.006042;-606.774963;-3261.869629;991.704468;;;;;;
1232;0;-770.295593;-2098.649414;640.720337;605.564331;-2174.170898;887.632629;-47.478199;-2680.444092;740.761902;320.611633;-3303.671387;543.815735;-606.786072;-3261.959229;991.711914;;;;;;
1233;0;-769.68396;-2099.55835;640.640991;605.439331;-2174.234375;887.611877;-47.43235;-2680.957275;740.708862;320.692444;-3303.878174;543.613098;-606.785461;-3262.0625;991.734375;;;;;;
1234;0;-769.168762;-2100.483398;640.506592;605.300537;-2174.206543;887.541443;-47.240948;-2681.411621;740.667786;320.799194;-3304.054932;543.37439;-606.751587;-3262.135742;991.659363;;;;;;
1235;0;-768.585876;-2101.351318;640.400757;605.187744;-2174.191895;887.489868;-47.043671;-2681.798828;740.597473;320.916992;-3304.267334;543.080261;-606.760315;-3262.206543;991.677979;;;;;;
1236;0;-768.026978;-2102.280029;640.281372;605.06488;-2174.1604;887.38855;-46.887951;-2682.279785;740.484863;321.015564;-3304.462646;542.801147;-606.726624;-3262.303711;991.626953;;;;;;
1237;0;-767.384033;-2103.1521;640.183044;604.995117;-2174.123047;887.307495;-46.682774;-2682.7229;740.40863;321.108063;-3304.630859;542.532166;-606.675354;-3262.383057;991.558105;;;;;;
1238;0;-766.830933;-2104.052734;640.076416;604.877625;-2174.049072;887.202698;-46.512341;-2683.128418;740.361023;321.184723;-3304.761475;542.333252;-606.656128;-3262.456543;991.537659;;;;;;
1239;0;-766.217773;-2104.81665;639.970642;604.797363;-2173.978027;887.136658;-46.286022;-2683.635254;740.24707;321.308258;-3304.843506;542.128052;-606.650818;-3262.538818;991.523193;;;;;;
1240;0;-765.706177;-2105.663818;639.936035;604.726318;-2173.800537;886.976868;-46.048363;-2684.036133;740.152039;321.564667;-3304.936768;541.852295;-606.637573;-3262.568115;991.466736;;;;;;
1241;0;-765.043091;-2106.453857;639.795654;604.6922;-2173.637451;886.785339;-45.820641;-2684.364502;740.038147;321.530151;-3305.052734;541.567749;-606.566528;-3262.652344;991.424561;;;;;;
1242;0;-764.4328;-2107.248535;639.721252;604.648132;-2173.368896;886.566162;-45.702515;-2684.844971;739.927429;321.635223;-3305.112549;541.311951;-606.582031;-3262.713379;991.37439;;;;;;
1243;0;-763.871094;-2107.981689;639.601929;604.61499;-2173.19458;886.445007;-45.437195;-2685.265381;739.8479;321.688904;-3305.134521;541.060059;-606.536987;-3262.758301;991.323364;;;;;;
1244;0;-763.242859;-2108.751221;639.499817;604.528076;-2173.02002;886.349915;-45.139545;-2685.653809;739.726746;321.750153;-3305.161865;540.798645;-606.477112;-3262.815674;991.333679;;;;;;
1245;0;-762.708008;-2109.518066;639.401367;604.565735;-2172.778809;886.196594;-45.020576;-2686.115967;739.614258;321.783508;-3305.153564;540.533752;-606.484253;-3262.88208;991.299927;;;;;;
1246;0;-762.046875;-2110.161865;639.271301;604.490173;-2172.499023;886.008484;-44.767151;-2686.640625;739.418335;321.852661;-3305.117188;540.276428;-606.394897;-3262.908203;991.229309;;;;;;
1247;0;-761.58197;-2110.935059;639.233582;604.516052;-2172.272217;885.813416;-44.377537;-2686.996094;739.22168;321.911774;-3305.092529;540.003235;-606.32196;-3262.984863;991.202209;;;;;;
1248;0;-760.89978;-2111.556641;639.026611;604.515259;-2172.008301;885.681641;-44.200897;-2687.489014;739.024292;321.942993;-3304.980469;539.724731;-606.336304;-3263.063721;991.164978;;;;;;
1249;0;-760.330566;-2112.211426;638.869995;604.506836;-2171.65625;885.508423;-43.960663;-2687.912109;738.898743;321.957733;-3304.904541;539.438782;-606.264526;-3263.076172;991.132568;;;;;;
1250;0;-759.729431;-2112.847656;638.767639;604.535583;-2171.399902;885.353088;-43.70153;-2688.327393;738.710388;321.929413;-3304.801514;539.105469;-606.206177;-3263.130859;991.077759;;;;;;
1251;0;-759.190735;-2113.483154;638.608521;604.517395;-2171.064209;885.209229;-43.374638;-2688.758545;738.466614;321.959503;-3304.686523;538.843018;-606.196289;-3263.186523;991.032349;;;;;;
1252;0;-758.617432;-2114.045898;638.48999;604.509033;-2170.823242;885.130676;-43.173565;-2689.229492;738.255249;321.988098;-3304.561523;538.553406;-606.178955;-3263.21875;990.98175;;;;;;
1253;0;-758.101135;-2114.656494;638.294922;604.579895;-2170.347412;884.820007;-42.765129;-2689.656738;737.998718;322.031799;-3304.429688;538.252502;-606.078308;-3263.259277;990.952942;;;;;;
1254;0;-757.49408;-2115.193359;638.123779;604.651917;-2170.05249;884.667236;-42.468208;-2690.085938;737.788086;321.997681;-3304.219971;537.970825;-606.062439;-3263.312012;990.912476;;;;;;
1255;0;-756.958862;-2115.753662;637.939392;604.664246;-2169.65918;884.479492;-42.20837;-2690.532471;737.558228;321.990936;-3304.015625;537.688904;-605.991699;-3263.318359;990.873962;;;;;;
1256;0;-756.452698;-2116.265625;637.792358;604.715454;-2169.313721;884.299316;-41.862965;-2691.024414;737.261963;322.016418;-3303.766846;537.372192;-605.914368;-3263.361572;990.83075;;;;;;
1257;0;-755.863281;-2116.791992;637.558289;604.761963;-2168.904785;884.108948;-41.632565;-2691.509277;736.997009;321.997162;-3303.584961;537.095337;-605.842346;-3263.4375;990.787231;;;;;;
1258;0;-755.430298;-2117.234375;637.373169;604.856628;-2168.498047;883.950867;-41.192139;-2691.953369;736.695435;321.922028;-3303.32251;536.782593;-605.758911;-3263.493652;990.736328;;;;;;
1259;0;-754.851501;-2117.756592;637.199097;604.917236;-2168.178711;883.853333;-40.896065;-2692.421875;736.46283;321.896423;-3303.029785;536.391418;-605.705505;-3263.554688;990.693909;;;;;;
1260;0;-754.377686;-2118.131104;636.929565;604.952393;-2167.734619;883.74408;-40.491329;-2692.898682;736.168274;321.758942;-3302.759521;536.075562;-605.69696;-3263.580566;990.666931;;;;;;
1261;0;-753.877991;-2118.637939;636.720337;605.053284;-2167.295898;883.553833;-40.151943;-2693.357422;735.940674;321.664246;-3302.437744;535.72876;-605.524841;-3263.612793;990.598755;;;;;;
1262;0;-753.402222;-2119.005371;636.424988;605.115601;-2166.930176;883.468628;-39.784847;-2693.805664;735.757019;321.616364;-3302.105469;535.408447;-605.63739;-3263.679443;990.570801;;;;;;
1263;0;-752.941162;-2119.442871;636.179443;605.184448;-2166.468506;883.313843;-39.351334;-2694.234863;735.509705;321.538177;-3301.792236;535.09967;-605.557983;-3263.71875;990.552246;;;;;;
1264;0;-752.515198;-2119.76001;635.884277;605.27478;-2166.132324;883.335022;-39.012947;-2694.754883;735.283752;321.471527;-3301.407715;534.786133;-605.509766;-3263.755615;990.506287;;;;;;
1265;0;-752.00293;-2120.0896;635.563843;605.353638;-2165.722412;883.261902;-38.571754;-2695.22998;735.098999;321.379578;-3301.041016;534.479187;-605.457031;-3263.791748;990.479736;;;;;;
1266;0;-751.647034;-2120.510986;635.337891;605.451355;-2165.258057;883.065979;-38.10696;-2695.714844;734.894287;321.281769;-3300.681641;534.166931;-605.361023;-3263.839111;990.442932;;;;;;
1267;0;-751.248718;-2120.81665;635.023315;605.563965;-2164.907227;882.987305;-37.711403;-2696.1604;734.770386;321.116211;-3300.268799;533.883667;-605.38092;-3263.91333;990.430115;;;;;;
1268;0;-750.857788;-2121.129639;634.680664;605.648071;-2164.507568;882.921143;-37.429535;-2696.633789;734.696594;321.025604;-3299.930176;533.602112;-605.304626;-3263.922607;990.350098;;;;;;
1269;0;-750.44165;-2121.440918;634.391235;605.739197;-2164.044922;882.856934;-36.916;-2697.104248;734.512573;320.853088;-3299.529053;533.351013;-605.281677;-3263.984863;990.355652;;;;;;
