Trajectories;;;;;;;;;;;;;;;;;;;;;;
120;;;;;;;;;;;;;;;;;;;;;;
;;1 0;;;1 1;;;1 2;;;1 3;;;1 4;;;1 5;;;1 6;;
Frame;Sub Frame;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
;;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm
121;0;-346.550415;-2087.357178;61.062542;655.769043;-2118.176025;55.122353;155.810501;-2587.757568;60.603958;632.911255;-3061.121582;54.626968;-354.360291;-3033.681396;59.800549;;;;;;
122;0;-346.54361;-2087.348633;61.081039;655.742737;-2118.122803;55.050587;155.821716;-2587.760742;60.572048;632.936157;-3061.126221;54.636578;-354.363342;-3033.677734;59.759026;;;;;;
123;0;-346.533508;-2087.364014;61.048111;655.732178;-2118.165771;55.24881;155.774963;-2587.75708;60.571667;632.90509;-3061.12207;54.630264;-354.345062;-3033.677246;59.803158;;;;;;
124;0;-346.54715;-2087.339355;61.026302;655.757141;-2118.108887;55.077042;155.771667;-2587.750488;60.575573;632.854431;-3061.141846;54.608433;-354.366699;-3033.686523;59.740608;;;;;;
125;0;-346.543152;-2087.361572;60.998779;655.760803;-2118.135498;55.06678;155.817352;-2587.744385;60.616062;632.921387;-3061.133057;54.651211;-354.395416;-3033.678711;59.781845;;;;;;
126;0;-346.545715;-2087.346436;60.996471;655.724548;-2118.143555;55.025517;155.792618;-2587.721924;60.591923;632.88678;-3061.142578;54.608528;-354.353088;-3033.713135;59.719021;;;;;;
127;0;-346.540466;-2087.359619;60.974171;655.774658;-2118.118896;55.060947;155.825195;-2587.722656;60.582573;632.934143;-3061.132324;54.620838;-354.302521;-3033.681641;59.733463;;;;;;
128;0;-346.583099;-2087.403564;61.063129;655.705627;-2118.180176;55.232258;155.783661;-2587.755615;60.567539;632.945068;-3061.123779;54.633682;-354.341644;-3033.680908;59.79179;;;;;;
129;0;-346.555511;-2087.352051;61.001854;655.713928;-2118.189941;55.28022;155.797638;-2587.740723;60.581314;632.925171;-3061.11499;54.661793;-354.337341;-3033.675293;59.755398;;;;;;
130;0;-346.571594;-2087.346924;61.054173;655.736084;-2118.127197;55.000942;155.796432;-2587.750732;60.599663;632.925293;-3061.119873;54.65794;-354.348022;-3033.679688;59.75721;;;;;;
